tail,head,cost,capacity
190,106,1244,0
137,126,166,0
123,69,1140,0
86,75,1159,0
33,189,524,0
109,106,22,0
56,10,920,0
19,126,1668,0
42,37,955,0
132,167,1662,0
14,135,1874,0
180,171,512,0
166,66,1156,0
189,163,1278,0
99,61,1383,0
136,49,407,0
62,179,398,0
122,134,420,0
85,114,1753,0
32,98,332,0
71,67,295,0
145,197,1488,0
18,77,154,0
4,8,143,0
27,185,704,0
179,98,324,0
142,154,1127,0
112,15,699,0
75,149,1818,0
165,27,435,0
98,110,790,0
61,90,1158,0
84,173,1571,0
47,27,813,0
17,28,164,0
192,6,1924,0
155,138,1197,0
178,105,1606,0
141,115,571,0
127,94,284,0
74,86,1515,0
37,162,1107,0
97,159,1375,0
60,5,891,0
23,115,963,0
2,138,119,0
168,190,1399,0
117,197,461,0
154,113,1600,0
103,54,239,0
50,190,671,0
140,60,621,0
177,176,84,0
73,103,660,0
36,125,1927,0
59,180,648,0
22,56,324,0
31,186,1930,0
183,111,264,0
130,153,1046,0
116,50,142,0
79,174,1941,0
153,40,354,0
102,69,891,0
49,79,797,0
72,184,31,0
35,12,1244,0
44,198,1125,0
120,164,772,0
196,25,848,0
159,151,1066,0
182,92,997,0
129,64,381,0
115,107,170,0
152,159,1061,0
78,29,601,0
25,151,1936,0
101,132,1479,0
48,16,661,0
11,100,73,0
6,153,220,0
172,177,818,0
195,80,679,0
158,100,1278,0
91,3,360,0
54,181,986,0
128,55,269,0
181,141,434,0
77,108,242,0
24,72,23,0
63,169,1590,0
10,39,1481,0
111,189,819,0
185,59,1688,0
171,120,1914,0
134,140,731,0
104,37,522,0
157,37,1497,0
67,187,653,0
194,187,517,0
90,120,494,0
53,116,440,0
76,187,613,0
39,1,666,0
124,175,1884,0
184,108,468,0
147,96,1615,0
170,67,326,0
133,93,1517,0
119,100,1647,0
156,146,568,0
66,16,86,0
29,156,1095,0
89,177,779,0
52,35,708,0
15,89,406,0
86,198,1756,0
160,68,409,0
146,107,1651,0
169,154,148,0
132,42,1259,0
95,28,600,0
42,168,753,0
65,89,1592,0
28,75,1918,0
51,154,415,0
14,18,1823,0
189,56,537,0
99,166,1850,0
122,13,1983,0
175,5,68,0
198,174,962,0
71,180,573,0
108,40,705,0
145,50,1382,0
94,111,1002,0
41,97,1705,0
64,142,1003,0
27,50,1860,0
112,186,190,0
188,103,1619,0
151,109,1158,0
84,48,278,0
107,113,1896,0
144,133,328,0
17,137,658,0
70,7,669,0
93,190,1743,0
40,54,1409,0
3,74,1727,0
192,145,1071,0
164,95,1379,0
97,20,330,0
150,30,762,0
83,105,1030,0
46,95,1806,0
173,151,1608,0
69,70,1376,0
16,94,511,0
55,151,316,0
2,1,1647,0
154,196,364,0
103,171,767,0
177,45,1723,0
126,24,323,0
163,110,1221,0
96,91,492,0
59,65,1002,0
82,98,1374,0
45,110,832,0
68,145,580,0
31,47,169,0
116,133,207,0
176,114,631,0
139,70,1678,0
49,196,1353,0
72,35,1617,0
58,122,222,0
21,118,816,0
81,171,869,0
44,57,568,0
7,71,1385,0
196,140,1585,0
152,106,1766,0
101,9,805,0
138,5,757,0
87,106,1121,0
34,82,1191,0
20,33,613,0
43,128,1702,0
6,20,1533,0
181,18,764,0
91,156,512,0
114,23,1383,0
167,99,736,0
190,192,1500,0
63,82,1380,0
100,70,1569,0
33,27,305,0
104,144,1094,0
194,14,1632,0
180,77,24,0
143,123,1915,0
76,46,558,0
62,105,521,0
9,99,1717,0
133,194,577,0
193,127,556,0
156,101,182,0
89,62,365,0
142,48,1307,0
75,127,473,0
38,65,189,0
8,52,1576,0
169,7,1167,0
95,129,1719,0
118,34,574,0
155,84,316,0
88,113,347,0
51,103,1697,0
37,24,1503,0
175,142,1970,0
108,163,1458,0
198,37,1648,0
168,88,1301,0
131,108,990,0
64,25,1586,0
50,100,306,0
13,112,310,0
22,134,88,0
174,61,1156,0
197,100,1744,0
144,112,1967,0
93,51,1407,0
130,63,1600,0
79,64,51,0
26,124,1037,0
153,198,791,0
12,63,1277,0
187,35,1703,0
150,149,1516,0
173,12,667,0
106,49,1436,0
159,73,1085,0
92,124,897,0
55,104,1214,0
25,45,1709,0
163,155,1474,0
186,88,1166,0
149,84,1543,0
172,91,948,0
135,97,1275,0
68,4,1960,0
54,83,49,0
1,69,794,0
10,157,231,0
125,198,885,0
162,48,517,0
185,145,397,0
148,3,1183,0
58,129,1583,0
111,23,1463,0
81,32,1722,0
134,42,1164,0
67,85,294,0
30,107,1692,0
0,10,466,0
191,60,257,0
138,136,1920,0
161,121,1148,0
110,68,1506,0
147,186,911,0
57,56,829,0
20,180,768,0
80,119,140,0
43,125,1139,0
29,34,1878,0
52,197,1496,0
167,148,1697,0
190,79,1950,0
137,65,1118,0
123,184,1124,0
160,174,877,0
33,144,1482,0
86,44,972,0
56,111,683,0
19,101,1060,0
42,78,1314,0
5,90,287,0
14,168,98,0
166,39,243,0
99,0,903,0
62,148,748,0
189,158,1452,0
136,22,1985,0
85,93,470,0
32,71,1760,0
71,94,252,0
18,102,1114,0
4,21,609,0
179,9,423,0
142,191,1751,0
165,102,1213,0
98,75,984,0
61,53,1202,0
8,191,1757,0
151,183,1520,0
84,138,1218,0
47,6,620,0
17,55,1453,0
192,59,826,0
155,161,1062,0
178,66,1929,0
141,78,572,0
127,165,614,0
74,51,1874,0
164,177,682,0
37,141,1882,0
60,98,542,0
23,110,1663,0
46,181,1815,0
2,167,1311,0
168,195,1148,0
154,26,1895,0
103,13,1579,0
50,155,1912,0
140,25,1411,0
177,139,1341,0
73,74,1061,0
36,90,1997,0
59,171,1555,0
22,29,1248,0
31,193,146,0
183,10,1487,0
130,178,1885,0
153,83,90,0
102,94,742,0
49,34,498,0
12,178,886,0
139,160,499,0
72,157,1234,0
35,19,1236,0
187,188,1723,0
120,137,1922,0
196,38,861,0
159,178,889,0
182,113,185,0
129,123,951,0
115,142,404,0
78,6,774,0
25,186,415,0
152,132,273,0
48,117,905,0
11,123,59,0
34,184,1126,0
6,178,1392,0
195,119,1943,0
158,9,1269,0
91,38,1815,0
128,44,1230,0
181,168,1274,0
54,174,607,0
77,71,775,0
24,109,57,0
63,180,1813,0
10,0,1706,0
185,30,1399,0
111,152,283,0
171,31,1617,0
134,161,586,0
157,64,887,0
90,101,793,0
143,157,1899,0
0,133,388,0
53,31,109,0
76,144,1588,0
39,28,1677,0
191,161,1203,0
124,132,711,0
184,81,987,0
147,71,1028,0
57,197,610,0
170,108,366,0
133,120,447,0
119,131,1835,0
156,143,711,0
66,13,178,0
29,183,1785,0
52,72,295,0
15,68,1540,0
38,175,1916,0
123,53,1451,0
160,57,1621,0
86,187,1937,0
146,4,1789,0
95,59,36,0
132,55,1334,0
42,181,417,0
169,189,1640,0
65,124,1275,0
28,96,1261,0
51,129,1440,0
14,55,995,0
189,19,1515,0
99,141,1369,0
175,96,1752,0
145,85,1299,0
94,112,1284,0
41,4,1119,0
4,152,1578,0
131,134,1038,0
64,163,1532,0
27,41,1827,0
179,146,431,0
112,159,1905,0
188,92,1978,0
151,72,1484,0
84,29,1215,0
107,148,613,0
144,154,17,0
70,24,773,0
17,172,1148,0
40,91,1727,0
3,81,1797,0
26,146,43,0
192,182,1409,0
141,195,879,0
127,46,1698,0
164,36,1009,0
74,166,554,0
97,15,1055,0
150,115,1756,0
173,178,1389,0
46,64,667,0
83,76,210,0
69,97,1877,0
16,115,1926,0
55,178,184,0
2,58,1214,0
103,134,953,0
177,0,971,0
163,117,1734,0
59,36,506,0
82,127,1759,0
45,9,870,0
135,139,268,0
68,190,1876,0
31,74,1653,0
183,159,1260,0
116,162,1028,0
176,87,1245,0
139,93,568,0
72,8,666,0
58,103,1158,0
21,81,1817,0
44,86,570,0
7,98,1279,0
30,129,570,0
196,169,1978,0
115,27,1596,0
78,141,1334,0
152,15,209,0
101,20,318,0
138,110,1200,0
87,65,662,0
34,79,213,0
20,14,183,0
43,167,1545,0
6,41,1129,0
181,61,1732,0
91,179,1900,0
167,126,911,0
63,57,611,0
33,126,804,0
171,136,1293,0
194,43,1682,0
104,181,1733,0
180,106,1766,0
143,102,1242,0
76,11,391,0
62,114,1081,0
9,70,332,0
18,140,495,0
119,20,1481,0
66,128,953,0
156,2,1829,0
89,33,1707,0
142,85,1651,0
75,82,218,0
38,90,1489,0
8,25,1638,0
95,172,979,0
169,42,1601,0
155,75,1997,0
51,10,482,0
37,99,1748,0
60,196,368,0
122,125,1617,0
198,62,1046,0
108,184,1204,0
168,125,1941,0
131,115,1299,0
64,62,172,0
50,65,1690,0
13,75,1718,0
140,195,1064,0
121,44,806,0
174,38,1192,0
107,1,875,0
70,151,889,0
144,21,570,0
93,46,1448,0
130,88,42,0
79,111,626,0
26,25,1909,0
12,20,1095,0
187,6,1490,0
150,142,139,0
173,39,714,0
159,84,1844,0
55,7,1991,0
25,80,1083,0
126,104,658,0
186,69,432,0
149,63,226,0
172,112,1225,0
135,124,1650,0
68,33,1839,0
54,116,1869,0
1,120,1361,0
176,194,1708,0
125,33,191,0
162,45,1536,0
148,104,129,0
81,59,295,0
134,79,1578,0
67,120,1959,0
30,12,757,0
0,47,614,0
39,198,1786,0
191,27,70,0
138,149,82,0
161,92,852,0
110,169,490,0
147,161,570,0
20,145,53,0
57,35,1853,0
43,16,1953,0
29,93,1089,0
114,103,1045,0
190,80,179,0
137,36,1155,0
123,159,1672,0
160,131,1627,0
33,139,981,0
86,1,1157,0
56,84,48,0
19,72,728,0
42,107,343,0
5,101,1597,0
113,54,328,0
166,56,1057,0
136,123,939,0
85,184,1019,0
32,60,875,0
71,117,1943,0
18,3,668,0
4,50,1530,0
179,44,822,0
142,160,1564,0
165,65,259,0
98,164,17,0
61,16,1573,0
8,132,169,0
151,146,351,0
47,109,1379,0
17,74,667,0
118,82,811,0
155,196,564,0
178,95,599,0
141,41,901,0
127,128,1405,0
164,158,428,0
74,28,1127,0
60,95,1967,0
23,69,1580,0
46,158,605,0
2,192,390,0
117,11,777,0
154,7,987,0
140,118,1865,0
73,173,1441,0
36,39,1280,0
59,142,1808,0
22,118,1313,0
121,185,1096,0
174,173,760,0
183,33,1307,0
130,175,697,0
153,118,132,0
102,179,473,0
139,135,358,0
12,143,1605,0
49,5,1318,0
35,118,1942,0
21,183,1908,0
187,147,1821,0
120,110,1731,0
106,65,288,0
182,106,1289,0
129,30,301,0
115,181,1314,0
78,43,326,0
152,169,166,0
48,74,110,0
11,94,139,0
34,149,1851,0
149,196,181,0
105,24,766,0
158,18,701,0
195,154,1502,0
128,65,30,0
54,195,1201,0
77,162,719,0
24,18,13,0
63,147,267,0
10,109,432,0
125,182,1819,0
162,160,736,0
111,135,1161,0
185,1,1119,0
171,50,1761,0
134,186,308,0
157,123,205,0
90,142,1976,0
53,58,1672,0
0,186,745,0
143,184,1146,0
39,123,1979,0
9,188,1277,0
191,140,857,0
124,97,724,0
110,52,673,0
57,168,662,0
147,42,861,0
170,137,1135,0
133,3,1752,0
80,7,1554,0
119,190,1166,0
66,38,320,0
156,164,1187,0
52,117,165,0
15,99,251,0
38,128,727,0
123,40,386,0
160,30,1698,0
86,156,1255,0
109,21,526,0
146,33,1832,0
132,92,989,0
65,151,664,0
28,29,495,0
51,164,1219,0
14,88,127,0
113,163,1256,0
166,183,67,0
99,144,680,0
189,14,1380,0
175,79,1485,0
32,183,926,0
145,104,1603,0
94,149,949,0
131,173,779,0
4,165,421,0
41,47,1084,0
27,76,230,0
13,177,759,0
179,185,1823,0
112,116,1525,0
98,59,371,0
151,39,1341,0
61,165,1409,0
107,171,300,0
70,61,1001,0
144,191,590,0
40,96,216,0
3,116,562,0
26,191,124,0
192,171,467,0
127,53,1907,0
74,131,1169,0
164,1,282,0
150,84,1381,0
46,37,1355,0
69,140,624,0
16,8,1083,0
55,169,1300,0
2,87,1104,0
117,144,1488,0
154,138,57,0
103,157,1801,0
177,27,1668,0
126,198,1194,0
163,88,208,0
36,170,185,0
59,27,884,0
82,152,1264,0
45,36,293,0
135,166,630,0
31,81,1864,0
1,134,1060,0
183,186,1183,0
116,79,148,0
102,46,1929,0
49,178,687,0
139,48,1446,0
148,194,1613,0
21,60,1908,0
58,64,1306,0
44,115,757,0
7,121,826,0
30,170,1843,0
196,182,1838,0
115,62,1984,0
78,182,1937,0
152,52,1258,0
138,75,1671,0
34,40,85,0
20,107,995,0
43,186,1119,0
6,66,1182,0
195,7,1521,0
158,153,1221,0
105,133,460,0
91,86,52,0
167,85,1713,0
24,157,832,0
63,4,1755,0
33,81,1635,0
5,155,1576,0
171,175,410,0
194,196,976,0
104,90,1075,0
90,21,1479,0
143,13,1828,0
53,143,57,0
62,87,487,0
9,41,810,0
18,169,738,0
184,193,1167,0
133,136,1588,0
119,51,1324,0
66,189,140,0
156,63,973,0
89,196,1036,0
142,126,567,0
38,63,1051,0
8,126,1164,0
109,138,1772,0
146,148,1219,0
95,75,1466,0
155,110,940,0
28,144,819,0
51,49,805,0
37,78,1966,0
122,102,215,0
108,85,961,0
94,0,776,0
131,22,1927,0
41,148,1678,0
50,90,976,0
13,38,1261,0
121,23,79,0
174,11,866,0
107,36,1213,0
144,42,498,0
70,168,891,0
130,117,1337,0
26,2,1066,0
12,113,28,0
97,127,771,0
83,60,27,0
173,194,301,0
159,115,1040,0
16,131,1847,0
55,34,966,0
25,123,1441,0
126,77,1303,0
163,197,1225,0
186,174,131,0
149,26,690,0
96,32,1250,0
82,15,1457,0
45,153,1120,0
135,27,1362,0
54,105,506,0
1,19,535,0
10,195,1132,0
176,39,467,0
125,28,41,0
162,6,441,0
148,85,1754,0
134,96,82,0
30,17,501,0
0,68,184,0
101,100,1681,0
161,183,531,0
87,49,245,0
110,146,1799,0
57,6,14,0
147,132,364,0
43,55,917,0
29,120,85,0
114,64,659,0
190,181,787,0
100,51,532,0
137,15,1932,0
56,185,1875,0
19,47,1028,0
42,116,1144,0
5,0,1890,0
194,91,1572,0
104,197,479,0
180,26,1218,0
113,9,1686,0
166,29,240,0
62,194,1032,0
136,64,843,0
85,163,507,0
32,17,533,0
18,28,1587,0
4,95,1721,0
193,2,1170,0
89,81,1021,0
142,197,536,0
75,34,1481,0
165,172,85,0
98,129,1900,0
151,137,948,0
61,11,447,0
47,72,473,0
17,109,1890,0
118,119,1328,0
178,184,1405,0
141,4,1187,0
88,6,1609,0
60,180,283,0
23,32,860,0
46,131,1660,0
198,78,183,0
168,13,1872,0
117,54,314,0
154,32,1687,0
140,83,499,0
73,176,1101,0
36,12,1062,0
22,107,1407,0
121,156,1344,0
174,150,1080,0
197,31,206,0
93,94,664,0
153,153,966,0
79,31,1715,0
102,148,898,0
139,154,74,0
49,24,726,0
35,93,1128,0
21,146,770,0
187,118,535,0
120,83,1425,0
106,106,1032,0
182,143,1118,0
129,49,1409,0
92,9,104,0
25,192,687,0
48,175,708,0
11,53,1260,0
34,142,1186,0
96,187,410,0
149,175,1576,0
186,53,989,0
172,0,1621,0
105,35,1332,0
158,55,642,0
195,161,1670,0
128,102,1291,0
77,189,473,0
24,55,982,0
10,118,1038,0
125,145,1162,0
162,157,1142,0
111,98,229,0
81,75,1952,0
67,8,295,0
157,150,122,0
90,171,1860,0
143,167,61,0
53,37,176,0
39,86,1381,0
9,135,318,0
191,107,1678,0
124,94,779,0
110,25,1969,0
57,147,1495,0
147,17,610,0
170,146,1503,0
80,28,398,0
133,46,539,0
52,146,1811,0
15,14,1587,0
100,166,1894,0
137,180,1815,0
190,32,1280,0
123,15,67,0
86,113,217,0
109,48,1239,0
146,58,12,0
19,184,1415,0
132,121,409,0
65,138,1805,0
28,58,1987,0
14,125,1227,0
113,134,1757,0
166,136,1672,0
99,119,349,0
122,188,215,0
85,40,276,0
32,172,1311,0
145,131,941,0
71,5,680,0
94,190,1700,0
41,50,1231,0
131,176,615,0
4,194,1287,0
27,99,1399,0
193,159,1806,0
13,140,908,0
179,92,369,0
112,73,1664,0
98,20,1708,0
151,2,808,0
61,128,1597,0
40,133,1160,0
3,27,741,0
192,64,1952,0
178,47,1928,0
141,185,1391,0
88,145,1834,0
127,16,443,0
74,108,666,0
97,197,1556,0
150,73,739,0
23,181,1588,0
46,14,303,0
69,151,425,0
16,45,629,0
2,112,1424,0
117,187,1080,0
154,183,1248,0
103,120,1554,0
126,171,1609,0
73,61,1570,0
36,183,926,0
82,181,1633,0
135,189,46,0
45,63,1018,0
31,124,902,0
197,132,204,0
1,185,634,0
183,81,573,0
116,116,233,0
102,3,1498,0
139,23,231,0
49,149,448,0
21,39,568,0
44,136,1701,0
7,20,81,0
196,83,1479,0
182,26,495,0
129,142,1060,0
92,156,1508,0
115,37,955,0
78,91,1306,0
138,84,1029,0
11,174,1985,0
34,5,1254,0
20,80,1047,0
6,103,1353,0
105,168,1917,0
158,162,1947,0
195,42,1882,0
91,77,1886,0
181,195,1412,0
114,166,1825,0
77,50,1927,0
24,130,1298,0
185,113,1456,0
5,166,1279,0
171,66,1451,0
104,127,1569,0
90,62,1484,0
143,40,1627,0
53,170,1264,0
9,12,1815,0
184,38,1172,0
80,151,1498,0
170,25,1552,0
133,147,364,0
119,46,1602,0
66,86,1881,0
142,99,1278,0
15,147,748,0
38,16,1584,0
8,67,1932,0
109,165,943,0
146,177,1524,0
95,86,117,0
118,157,1534,0
65,7,1419,0
28,141,195,0
189,126,798,0
122,67,12,0
175,63,1378,0
108,114,1976,0
94,37,1343,0
131,61,770,0
41,191,869,0
13,1,1308,0
112,196,1809,0
188,41,1495,0
121,122,698,0
84,106,313,0
107,59,1199,0
70,77,1395,0
130,110,232,0
3,132,699,0
26,47,114,0
12,78,479,0
97,82,669,0
150,196,842,0
83,35,785,0
106,128,1278,0
69,28,1906,0
16,152,194,0
177,107,68,0
126,86,1674,0
163,40,1931,0
96,5,49,0
149,5,690,0
186,139,1242,0
82,40,1572,0
135,54,576,0
45,180,1030,0
1,54,1769,0
176,60,1868,0
125,119,1861,0
72,125,707,0
148,178,1272,0
58,48,400,0
44,3,37,0
7,137,415,0
30,58,117,0
196,198,512,0
0,121,1542,0
101,79,720,0
161,170,83,0
87,44,955,0
181,72,1242,0
91,198,1588,0
114,93,1096,0
167,37,632,0
190,158,766,0
137,18,1055,0
100,24,1375,0
33,193,1889,0
56,158,460,0
19,18,1565,0
5,43,1217,0
194,116,505,0
180,7,269,0
113,108,428,0
76,112,1140,0
62,39,1643,0
136,165,600,0
85,142,1176,0
18,57,589,0
184,177,530,0
4,100,1399,0
193,37,1440,0
89,116,419,0
75,57,252,0
165,183,726,0
47,183,1712,0
169,93,1650,0
118,104,1500,0
155,30,724,0
178,149,946,0
88,43,1950,0
141,31,1129,0
60,145,1014,0
23,31,603,0
198,99,1316,0
168,18,535,0
117,81,552,0
64,67,467,0
140,168,551,0
50,42,1659,0
73,155,97,0
22,76,116,0
188,188,1729,0
121,135,560,0
174,123,1872,0
197,58,690,0
93,121,294,0
79,58,374,0
153,188,1020,0
12,193,288,0
35,160,115,0
187,109,1304,0
120,56,419,0
173,82,1295,0
83,172,1469,0
106,119,1394,0
159,3,468,0
182,160,369,0
55,82,1602,0
92,38,270,0
48,132,333,0
11,8,1793,0
96,144,1417,0
149,138,1229,0
186,30,670,0
172,29,1135,0
105,70,1950,0
195,196,582,0
68,94,535,0
128,155,1308,0
54,25,918,0
77,152,1576,0
10,83,1897,0
176,183,1024,0
125,140,237,0
162,118,1075,0
111,73,779,0
81,110,1172,0
67,47,1111,0
157,177,1607,0
39,173,1863,0
191,118,1021,0
124,59,347,0
87,161,942,0
161,39,1764,0
110,2,132,0
57,118,1528,0
170,191,540,0
80,49,1718,0
43,71,1216,0
52,191,218,0
15,53,1603,0
190,5,1169,0
137,159,1036,0
100,131,211,0
123,98,1926,0
86,106,1691,0
109,75,1117,0
56,41,544,0
19,159,1366,0
132,134,1816,0
42,4,625,0
65,173,1394,0
14,102,545,0
180,138,953,0
113,153,1562,0
166,109,1176,0
99,90,1412,0
189,196,1426,0
122,153,1117,0
85,19,1601,0
32,129,1561,0
145,166,1376,0
71,32,1226,0
94,195,636,0
27,134,980,0
193,178,917,0
179,67,1203,0
112,46,10,0
165,60,1605,0
75,178,482,0
98,113,1674,0
61,123,1463,0
47,56,1476,0
40,170,151,0
3,62,799,0
192,101,1787,0
88,182,1705,0
141,148,1337,0
178,8,447,0
127,127,1809,0
74,73,681,0
97,184,792,0
60,36,1476,0
23,144,1443,0
69,178,1135,0
2,109,1566,0
168,157,1969,0
117,166,1729,0
154,80,1521,0
103,87,1214,0
50,161,1326,0
140,35,68,0
126,140,658,0
73,0,930,0
36,156,1043,0
31,155,1022,0
197,175,637,0
183,76,765,0
116,17,1807,0
153,9,1821,0
79,143,1515,0
102,100,1370,0
49,104,705,0
35,45,260,0
21,2,740,0
44,165,1143,0
7,51,1372,0
120,195,1138,0
196,120,1687,0
182,63,1356,0
129,161,785,0
92,185,915,0
115,72,1010,0
78,124,1838,0
101,165,1632,0
48,63,493,0
11,133,1972,0
6,120,985,0
172,144,523,0
105,179,1298,0
158,71,839,0
195,49,1775,0
91,96,1998,0
54,148,143,0
128,22,1032,0
114,131,586,0
77,13,1272,0
24,167,742,0
185,84,1122,0
171,89,1832,0
104,4,694,0
157,6,196,0
67,152,804,0
194,154,246,0
90,91,1949,0
53,85,1744,0
39,38,1745,0
9,23,1207,0
184,11,781,0
80,172,598,0
133,190,1140,0
170,34,1075,0
119,69,538,0
66,115,1772,0
89,146,1238,0
52,2,1919,0
15,190,1026,0
160,99,1658,0
109,192,1747,0
146,74,75,0
95,125,475,0
132,9,367,0
42,139,1575,0
118,182,1782,0
65,58,1612,0
28,170,835,0
189,89,777,0
122,44,1532,0
175,26,670,0
108,15,774,0
71,149,1889,0
198,137,1492,0
145,19,53,0
94,78,1514,0
41,66,1134,0
131,192,668,0
27,19,874,0
13,28,978,0
188,6,98,0
151,114,1850,0
121,93,1527,0
84,87,556,0
107,94,261,0
70,102,131,0
93,159,1417,0
40,21,960,0
3,171,1650,0
164,126,1756,0
97,53,1488,0
150,57,478,0
83,6,975,0
46,126,524,0
106,173,1846,0
69,39,1661,0
16,189,1361,0
177,78,1854,0
126,59,660,0
163,15,651,0
96,122,681,0
59,110,429,0
82,69,90,0
45,79,1266,0
31,12,593,0
1,41,1640,0
183,193,911,0
176,17,642,0
139,103,1629,0
125,82,724,0
72,66,763,0
148,159,1314,0
58,29,471,0
81,148,55,0
44,24,487,0
7,164,1628,0
152,73,1298,0
101,42,1554,0
138,36,455,0
87,11,125,0
34,117,1683,0
161,141,159,0
20,192,841,0
181,115,1176,0
114,54,388,0
167,0,979,0
100,101,1489,0
63,115,1813,0
33,36,1352,0
56,131,1187,0
5,54,425,0
104,143,34,0
194,17,622,0
180,44,535,0
143,88,1303,0
113,71,1670,0
76,77,147,0
62,8,1925,0
136,138,1972,0
184,150,1144,0
193,88,710,0
66,198,351,0
156,68,599,0
89,31,1070,0
142,19,1563,0
165,146,1693,0
38,96,815,0
75,28,1018,0
47,146,39,0
146,193,1475,0
169,96,1875,0
118,13,1266,0
155,53,1187,0
88,80,106,0
51,68,199,0
37,57,608,0
60,142,1463,0
175,175,1784,0
198,4,933,0
108,130,1078,0
168,55,935,0
131,77,593,0
117,124,888,0
64,120,1921,0
50,7,106,0
140,133,836,0
22,161,1290,0
188,153,529,0
174,92,1300,0
197,69,82,0
144,95,243,0
93,20,1705,0
130,30,156,0
79,33,505,0
26,95,1972,0
153,167,1688,0
102,194,1933,0
35,135,58,0
187,64,610,0
150,180,869,0
120,29,1232,0
173,109,1797,0
83,147,1043,0
106,16,780,0
159,46,759,0
92,67,1360,0
55,73,1539,0
182,197,400,0
25,14,998,0
48,153,548,0
163,184,1088,0
186,123,1887,0
149,117,1398,0
172,58,109,0
135,70,180,0
45,196,1272,0
105,105,895,0
68,123,1842,0
54,50,242,0
128,176,769,0
10,188,1176,0
176,140,1416,0
162,83,318,0
185,178,474,0
148,34,1917,0
58,160,1722,0
111,52,1903,0
81,1,856,0
134,21,1873,0
67,50,825,0
30,74,1634,0
157,172,390,0
39,136,734,0
191,93,649,0
138,171,986,0
124,16,1833,0
87,156,1737,0
161,26,688,0
110,103,535,0
57,89,38,0
80,86,1919,0
43,90,749,0
29,3,445,0
52,164,170,0
167,181,1109,0
190,110,1926,0
137,98,1874,0
123,89,534,0
86,79,1234,0
33,177,959,0
109,102,936,0
56,14,863,0
19,130,1326,0
42,33,161,0
132,163,1582,0
65,192,1533,0
14,139,1333,0
180,183,153,0
166,70,1188,0
99,33,383,0
136,53,774,0
62,183,1579,0
189,191,919,0
122,130,341,0
85,126,311,0
32,102,1319,0
145,185,750,0
18,73,1217,0
71,63,1678,0
27,189,1004,0
179,102,1662,0
142,158,1116,0
112,3,267,0
75,137,1118,0
165,7,546,0
98,106,1378,0
61,86,1660,0
84,169,1942,0
47,39,1615,0
17,16,1280,0
192,26,1585,0
155,142,426,0
178,101,163,0
141,111,1992,0
127,90,1427,0
74,82,898,0
37,174,1459,0
97,147,1761,0
60,1,878,0
23,143,244,0
2,134,1064,0
168,162,212,0
117,193,284,0
154,125,1187,0
103,50,1350,0
140,56,1645,0
50,186,1147,0
177,180,1284,0
126,145,1970,0
73,107,1246,0
36,121,113,0
22,60,1897,0
31,166,1092,0
183,107,94,0
130,149,379,0
116,62,1723,0
153,44,218,0
79,170,52,0
102,121,60,0
49,67,1425,0
139,193,999,0
72,188,1121,0
35,48,220,0
44,194,1901,0
120,168,239,0
196,5,1732,0
159,147,1665,0
182,80,1851,0
129,68,222,0
115,111,215,0
78,97,20,0
25,155,667,0
101,128,1050,0
48,20,590,0
11,152,372,0
6,157,558,0
172,173,925,0
195,84,1675,0
158,104,1873,0
181,137,1125,0
54,137,1724,0
128,11,76,0
91,7,1154,0
114,156,383,0
77,104,1867,0
24,76,1669,0
10,35,1107,0
111,185,1474,0
185,63,677,0
171,124,535,0
134,128,1772,0
194,183,1206,0
67,191,685,0
104,41,1176,0
157,33,1541,0
90,68,645,0
53,112,94,0
76,183,1805,0
39,61,631,0
191,198,836,0
124,171,1738,0
184,112,1160,0
147,100,557,0
80,193,1498,0
133,89,326,0
170,79,964,0
119,96,146,0
66,108,496,0
29,152,863,0
89,181,1267,0
52,47,1353,0
15,165,835,0
160,88,1287,0
146,103,1767,0
95,24,1261,0
42,148,106,0
169,158,1621,0
132,22,1063,0
118,171,909,0
65,93,1839,0
28,71,631,0
51,158,1959,0
14,22,929,0
99,170,348,0
189,52,663,0
122,9,1450,0
175,1,1183,0
198,162,1486,0
108,36,1596,0
71,176,89,0
145,54,1382,0
94,83,1469,0
41,101,231,0
64,130,1159,0
27,54,1305,0
112,190,1170,0
188,99,30,0
151,105,796,0
121,64,669,0
84,60,1451,0
107,117,1715,0
70,123,1795,0
17,141,145,0
93,186,1481,0
40,58,952,0
3,78,521,0
192,149,1342,0
164,91,1459,0
97,40,1946,0
150,18,1801,0
83,109,58,0
173,147,781,0
46,99,289,0
106,182,820,0
69,66,1120,0
16,82,366,0
55,147,1481,0
2,29,643,0
154,192,38,0
103,167,964,0
177,33,821,0
126,28,1226,0
163,18,1291,0
96,95,649,0
59,69,1397,0
82,94,193,0
45,106,1622,0
68,157,1600,0
31,43,749,0
116,129,1834,0
176,118,473,0
139,122,540,0
125,77,963,0
72,39,1773,0
148,132,1836,0
58,6,1820,0
21,114,836,0
81,175,734,0
44,53,502,0
7,67,696,0
196,136,930,0
152,110,277,0
101,53,193,0
138,1,939,0
87,102,1831,0
34,110,1051,0
20,45,732,0
43,132,119,0
6,8,372,0
91,144,315,0
181,30,1397,0
114,19,776,0
167,31,959,0
100,66,942,0
63,94,188,0
190,196,1289,0
33,31,1686,0
194,10,1752,0
104,148,893,0
180,73,955,0
53,197,1421,0
143,71,141,0
113,90,1741,0
76,42,739,0
