tail,head,cost,capacity
52,131,448,0
15,57,1463,0
190,49,51,0
137,139,698,0
100,183,976,0
123,126,325,0
86,102,1953,0
199,189,759,0
109,63,135,0
19,171,990,0
56,53,1739,0
132,138,879,0
42,8,1434,0
65,185,1283,0
28,43,344,0
14,114,960,0
180,158,1767,0
113,149,1203,0
166,153,278,0
99,70,1036,0
122,173,1039,0
85,39,1442,0
32,157,1127,0
145,146,1080,0
71,20,1015,0
27,146,184,0
193,142,123,0
13,155,336,0
179,79,116,0
112,90,1412,0
75,174,866,0
165,32,1202,0
98,5,423,0
61,143,1613,0
151,13,1011,0
40,150,1548,0
3,42,1336,0
192,113,1100,0
88,130,818,0
178,60,1446,0
141,136,304,0
127,99,612,0
74,125,1902,0
97,180,1013,0
60,56,1939,0
23,164,275,0
69,166,717,0
16,62,1146,0
2,97,1467,0
168,137,1119,0
117,170,282,0
154,164,648,0
103,75,346,0
126,184,903,0
73,12,1549,0
36,128,654,0
82,194,918,0
31,143,301,0
197,147,1766,0
1,168,945,0
183,64,393,0
116,101,1229,0
153,21,1519,0
79,147,386,0
102,16,1589,0
49,100,1624,0
72,195,1847,0
21,22,1018,0
44,153,11,0
7,39,1484,0
196,108,344,0
92,141,1231,0
129,189,1454,0
182,11,1520,0
115,84,1895,0
78,72,324,0
101,169,1359,0
48,43,1697,0
11,177,586,0
20,65,253,0
6,116,130,0
172,132,1793,0
195,61,1923,0
105,191,1231,0
158,179,887,0
91,124,594,0
114,183,998,0
77,1,680,0
24,179,1911,0
185,96,582,0
5,181,1998,0
171,85,240,0
104,112,1403,0
67,132,681,0
157,26,1960,0
90,47,1839,0
53,89,1313,0
9,3,1239,0
124,194,1696,0
184,23,732,0
170,22,1702,0
133,162,1950,0
80,152,1167,0
119,89,1093,0
156,197,337,0
66,71,687,0
89,158,1047,0
52,22,1159,0
15,130,318,0
8,84,1809,0
160,127,1571,0
199,54,1053,0
109,180,1250,0
146,190,1119,0
95,97,1638,0
118,130,294,0
65,54,1605,0
28,190,618,0
51,199,910,0
189,109,49,0
122,48,473,0
175,46,1770,0
198,133,1623,0
145,15,1313,0
108,3,1246,0
71,137,1953,0
94,58,1100,0
41,78,1505,0
13,16,134,0
188,26,764,0
121,105,1656,0
84,91,646,0
107,74,494,0
70,82,306,0
93,147,766,0
40,1,1418,0
3,151,1477,0
12,95,168,0
164,98,1686,0
97,65,353,0
150,53,746,0
83,18,839,0
106,145,219,0
69,43,1585,0
16,169,1889,0
177,122,1535,0
126,39,1936,0
163,59,1469,0
96,118,746,0
59,122,1739,0
82,57,1571,0
135,193,1524,0
45,67,1202,0
1,37,103,0
176,13,1700,0
125,102,491,0
72,78,434,0
148,163,1278,0
58,33,508,0
81,128,1602,0
44,12,1961,0
7,152,632,0
0,106,1831,0
152,85,369,0
101,94,947,0
138,40,157,0
87,31,1228,0
161,153,1587,0
181,71,784,0
114,42,1877,0
167,52,537,0
100,105,468,0
63,103,63,0
33,48,1134,0
56,143,1733,0
19,5,128,0
5,58,813,0
194,101,618,0
180,48,1813,0
113,115,1082,0
76,65,171,0
62,52,1967,0
136,182,751,0
18,198,59,0
184,162,706,0
4,117,1198,0
193,84,1828,0
156,88,1597,0
89,107,484,0
142,31,649,0
165,134,469,0
75,8,702,0
47,166,1268,0
169,108,371,0
118,25,394,0
155,1,1486,0
88,92,798,0
51,80,1994,0
127,197,1399,0
37,45,643,0
60,130,1581,0
23,14,872,0
175,179,798,0
198,112,617,0
168,35,263,0
117,64,1899,0
64,116,1234,0
140,185,758,0
50,59,1471,0
22,189,1357,0
188,173,933,0
174,104,300,0
197,73,1690,0
144,75,1678,0
93,104,1653,0
130,18,1584,0
153,179,1018,0
79,53,188,0
35,179,342,0
187,92,1985,0
120,41,1341,0
83,159,1998,0
173,97,1580,0
106,4,1578,0
159,18,828,0
92,87,992,0
55,93,563,0
25,26,1699,0
48,149,1766,0
11,27,1055,0
163,164,857,0
186,15,69,0
96,129,142,0
149,121,1661,0
172,46,1971,0
105,85,48,0
68,111,252,0
128,140,1655,0
54,14,1673,0
10,160,714,0
176,184,496,0
162,103,1040,0
111,56,663,0
148,54,1517,0
185,190,1003,0
58,180,1644,0
81,125,1201,0
134,1,329,0
157,160,214,0
67,62,1348,0
90,197,1664,0
39,188,1829,0
191,65,830,0
124,36,557,0
87,144,1355,0
161,22,1316,0
110,115,579,0
57,101,1841,0
80,66,815,0
43,86,1301,0
29,23,217,0
52,168,93,0
15,36,1695,0
167,169,350,0
190,26,1710,0
137,110,621,0
100,156,380,0
123,85,924,0
86,91,1007,0
109,90,1894,0
56,26,954,0
19,142,331,0
132,151,191,0
42,21,1305,0
14,151,1092,0
180,187,1436,0
166,114,193,0
189,179,1144,0
62,163,153,0
136,33,770,0
99,45,1077,0
122,150,1155,0
85,2,1112,0
32,114,1197,0
71,51,1190,0
145,181,1390,0
27,137,676,0
193,161,1420,0
179,114,1087,0
112,63,851,0
165,11,318,0
75,133,1660,0
98,126,1205,0
61,106,685,0
84,189,1676,0
47,43,1205,0
17,12,391,0
40,187,481,0
3,49,1058,0
192,22,78,0
155,154,315,0
178,25,1040,0
141,99,824,0
88,167,1424,0
127,78,947,0
74,70,1532,0
164,196,1325,0
97,175,550,0
60,21,617,0
23,131,1898,0
69,193,820,0
2,154,768,0
168,174,1652,0
154,65,1547,0
177,160,1784,0
140,44,1996,0
50,174,334,0
103,38,296,0
126,157,698,0
73,23,119,0
36,109,1002,0
59,196,1996,0
31,170,1514,0
197,190,968,0
183,127,1182,0
116,2,1713,0
153,56,471,0
79,190,1195,0
102,117,112,0
49,127,135,0
72,168,1848,0
35,60,1499,0
44,182,135,0
120,180,330,0
196,9,288,0
159,135,1786,0
182,44,58,0
129,80,103,0
92,170,1500,0
115,123,1320,0
78,109,647,0
101,180,1031,0
48,0,759,0
11,148,273,0
6,137,886,0
172,161,1902,0
195,64,1325,0
158,84,1169,0
105,194,477,0
181,157,213,0
128,7,1062,0
54,133,1361,0
91,19,1298,0
114,144,440,0
77,28,515,0
24,88,1448,0
185,75,471,0
171,104,1872,0
194,139,1149,0
157,53,1112,0
67,171,510,0
104,21,840,0
90,72,1587,0
143,198,1118,0
53,68,311,0
76,171,792,0
39,49,1929,0
124,191,431,0
184,124,904,0
147,112,52,0
80,189,1851,0
133,77,823,0
170,51,1523,0
119,116,613,0
66,96,1389,0
89,129,1472,0
52,51,1944,0
15,169,400,0
160,84,1700,0
199,77,1478,0
146,91,624,0
95,12,1027,0
132,26,1352,0
169,138,1151,0
42,152,397,0
118,167,349,0
65,41,1766,0
28,91,1497,0
189,72,559,0
122,29,371,0
175,21,463,0
198,158,774,0
145,34,1216,0
71,164,1851,0
108,24,264,0
94,95,164,0
41,81,1438,0
64,158,1538,0
27,2,843,0
112,170,1368,0
188,119,305,0
151,125,925,0
121,76,1907,0
84,64,1055,0
107,97,165,0
70,119,250,0
93,142,598,0
40,38,758,0
3,186,296,0
164,79,245,0
97,36,479,0
150,46,1167,0
83,121,1381,0
46,111,1097,0
173,135,1912,0
106,186,1202,0
69,54,1352,0
16,78,1361,0
2,17,1801,0
177,93,810,0
126,8,881,0
163,30,548,0
96,107,772,0
59,81,151,0
82,82,1186,0
45,94,1993,0
68,129,346,0
31,31,419,0
116,149,1757,0
176,98,976,0
139,118,168,0
125,65,446,0
72,83,646,0
148,136,1198,0
58,10,88,0
81,155,781,0
44,41,216,0
7,183,904,0
152,122,1518,0
101,57,146,0
138,53,646,0
87,122,447,0
34,98,1394,0
20,49,483,0
6,4,1761,0
158,195,772,0
181,98,75,0
114,7,352,0
167,19,600,0
100,118,974,0
63,66,904,0
33,43,587,0
5,197,1364,0
104,128,1094,0
194,30,374,0
180,93,1416,0
143,75,1495,0
113,86,362,0
76,94,1130,0
136,155,436,0
62,25,1987,0
184,135,1779,0
193,79,1512,0
156,117,1827,0
89,14,1158,0
142,0,232,0
75,111,149,0
38,113,375,0
98,196,1266,0
8,36,875,0
47,141,499,0
169,119,603,0
118,50,857,0
155,36,1913,0
88,65,577,0
51,119,225,0
37,8,1040,0
175,158,407,0
198,21,623,0
108,147,1409,0
168,72,1229,0
131,92,1869,0
117,107,1191,0
64,105,936,0
50,20,325,0
13,96,1271,0
140,150,1934,0
22,150,1204,0
188,138,1485,0
174,77,1365,0
197,84,1972,0
144,96,916,0
93,3,1176,0
130,15,521,0
79,80,1297,0
26,76,1163,0
12,47,1040,0
35,150,590,0
187,51,1322,0
150,165,1093,0
120,14,824,0
173,124,585,0
83,130,1450,0
106,33,1629,0
159,57,1267,0
92,76,810,0
55,120,1386,0
25,61,1162,0
163,139,1513,0
186,104,1085,0
149,100,1742,0
172,75,477,0
135,81,1922,0
105,120,1405,0
68,116,1728,0
54,35,1401,0
1,85,303,0
128,161,1752,0
77,194,663,0
10,141,727,0
176,157,915,0
162,64,856,0
185,161,297,0
58,145,86,0
111,39,1422,0
148,19,1405,0
81,16,743,0
134,26,1433,0
67,69,564,0
30,91,1443,0
0,26,152,0
39,155,530,0
191,44,1674,0
138,184,1592,0
124,1,1812,0
87,143,1960,0
161,9,1178,0
110,84,196,0
57,72,739,0
80,103,1262,0
43,109,1227,0
29,50,1825,0
167,132,1002,0
190,127,171,0
137,113,204,0
123,72,485,0
160,190,1467,0
33,160,1744,0
86,60,15,0
109,117,1488,0
56,127,232,0
19,117,163,0
42,62,799,0
132,188,850,0
5,74,871,0
14,184,871,0
180,160,1690,0
113,195,1520,0
166,87,392,0
189,174,222,0
62,132,950,0
99,48,58,0
136,6,1665,0
85,109,1897,0
32,87,1899,0
71,78,926,0
18,86,306,0
4,5,1368,0
27,172,1222,0
193,196,473,0
179,25,1591,0
142,143,1156,0
112,20,1351,0
165,22,705,0
75,152,1331,0
98,91,1615,0
151,199,498,0
61,69,541,0
8,175,1527,0
84,154,494,0
47,22,1577,0
17,39,1689,0
40,192,1227,0
192,11,1615,0
155,177,1694,0
178,114,818,0
141,126,50,0
127,85,1607,0
164,161,886,0
37,189,1503,0
74,35,1666,0
97,130,1406,0
60,114,1013,0
23,126,1727,0
46,197,1533,0
2,183,1362,0
168,179,1031,0
154,106,1015,0
103,61,1950,0
177,187,1339,0
140,9,1840,0
50,139,84,0
73,122,345,0
36,74,801,0
59,187,1404,0
22,45,1678,0
31,177,1891,0
183,26,1581,0
130,130,1421,0
116,47,66,0
153,35,597,0
79,165,859,0
102,78,485,0
49,82,1842,0
12,162,415,0
72,141,171,0
35,3,1260,0
120,153,1205,0
196,22,1938,0
159,162,1360,0
92,199,658,0
182,65,1194,0
129,75,909,0
115,158,946,0
78,22,1561,0
25,138,925,0
152,148,1108,0
101,159,57,0
48,101,1627,0
11,107,65,0
6,162,147,0
172,190,1576,0
195,103,220,0
158,121,390,0
181,184,399,0
91,54,722,0
54,190,513,0
128,60,224,0
77,119,1953,0
24,125,288,0
63,164,1202,0
10,48,1779,0
111,168,1649,0
185,46,817,0
171,15,208,0
134,145,842,0
104,58,1773,0
157,80,1780,0
194,164,1069,0
90,117,189,0
53,111,1080,0
0,149,1477,0
76,128,1659,0
39,12,567,0
124,148,286,0
184,97,1510,0
147,87,754,0
170,92,43,0
133,104,657,0
119,147,363,0
156,159,241,0
66,29,1257,0
29,135,480,0
89,164,943,0
52,88,348,0
15,84,48,0
160,73,197,0
199,104,881,0
146,116,1876,0
169,173,1620,0
42,165,623,0
132,39,1773,0
95,43,1289,0
65,76,1318,0
28,112,922,0
51,145,1484,0
14,7,1761,0
166,194,1717,0
99,189,1242,0
189,35,28,0
122,6,129,0
175,112,1767,0
108,53,336,0
71,195,1333,0
198,179,653,0
145,69,1110,0
94,96,1070,0
41,116,1702,0
4,136,459,0
64,179,1453,0
27,57,1525,0
13,198,144,0
112,143,1429,0
188,108,327,0
151,88,1929,0
84,45,1764,0
107,132,1302,0
144,138,1004,0
17,156,1748,0
70,8,1768,0
93,169,31,0
40,75,1936,0
3,65,562,0
192,134,1633,0
164,84,1443,0
97,31,1492,0
150,3,1956,0
83,92,884,0
46,80,1229,0
173,162,576,0
69,81,1144,0
16,99,937,0
55,130,354,0
2,10,885,0
177,48,565,0
103,182,1751,0
163,101,1026,0
96,64,1729,0
59,52,1682,0
82,111,1642,0
45,121,1268,0
68,174,458,0
31,58,691,0
116,178,1700,0
176,71,359,0
139,77,551,0
72,56,485,0
58,119,465,0
21,97,453,0
81,190,712,0
44,70,668,0
7,82,594,0
196,153,862,0
129,192,1580,0
152,31,382,0
78,157,770,0
101,4,1816,0
138,30,1434,0
87,81,1027,0
34,95,240,0
20,30,28,0
43,151,1112,0
6,25,649,0
181,13,1163,0
91,131,1627,0
167,110,566,0
100,83,652,0
63,41,501,0
33,14,1644,0
194,59,914,0
104,165,1546,0
180,122,1766,0
143,118,446,0
76,59,1010,0
62,98,397,0
9,118,741,0
85,195,367,0
193,98,1468,0
66,144,1287,0
156,18,452,0
89,49,235,0
142,37,652,0
75,66,1118,0
38,74,1375,0
8,9,632,0
169,26,1762,0
95,156,345,0
155,91,124,0
88,102,298,0
51,26,1507,0
37,19,1300,0
175,133,590,0
108,168,624,0
198,46,234,0
168,109,1858,0
131,99,295,0
64,14,144,0
50,113,1129,0
13,123,495,0
22,139,894,0
121,60,1926,0
174,54,1613,0
197,127,843,0
144,5,691,0
70,135,1197,0
93,62,397,0
130,40,421,0
79,127,1085,0
26,105,1308,0
12,4,1730,0
187,22,1556,0
150,158,1362,0
173,23,1591,0
159,68,171,0
92,105,747,0
55,23,91,0
25,32,1467,0
186,85,1174,0
149,79,1034,0
172,96,1127,0
135,108,861,0
68,17,1347,0
128,198,1586,0
54,68,205,0
1,72,604,0
10,150,515,0
125,49,234,0
162,61,1148,0
185,132,1521,0
148,120,350,0
111,2,1996,0
81,43,1652,0
134,63,1150,0
7,199,603,0
67,104,272,0
30,124,214,0
0,63,1007,0
191,11,1881,0
138,133,1631,0
161,108,312,0
110,185,1056,0
147,177,351,0
57,51,1568,0
20,161,1592,0
80,124,1494,0
43,0,369,0
29,45,1556,0
100,198,1648,0
137,84,626,0
190,64,25,0
123,175,1106,0
160,147,927,0
86,17,1359,0
33,155,1610,0
56,100,321,0
19,88,507,0
42,91,120,0
5,85,1832,0
113,38,46,0
166,40,926,0
99,23,705,0
136,107,1981,0
189,137,554,0
85,72,1246,0
32,76,1123,0
71,101,624,0
18,115,1985,0
4,34,604,0
27,195,1249,0
179,60,1277,0
142,176,1962,0
165,113,1915,0
98,180,1244,0
151,162,397,0
8,180,541,0
61,32,840,0
84,135,1688,0
47,125,933,0
17,58,900,0
192,32,199,0
178,79,1309,0
141,89,149,0
127,176,1016,0
74,12,811,0
37,152,1746,0
164,142,137,0
60,111,499,0
23,85,207,0
46,174,1562,0
117,27,1527,0
154,23,504,0
177,158,343,0
103,24,1311,0
140,102,227,0
73,93,694,0
36,87,943,0
59,158,1682,0
22,6,1807,0
174,189,1163,0
183,49,680,0
130,191,977,0
79,192,124,0
153,70,961,0
102,163,350,0
139,183,1988,0
49,53,113,0
12,191,22,0
72,146,724,0
35,102,193,0
21,199,209,0
187,163,923,0
120,126,1077,0
196,51,592,0
182,122,1085,0
129,110,913,0
115,133,257,0
152,185,1465,0
78,59,1505,0
25,173,1426,0
48,122,1680,0
11,78,1465,0
34,165,1959,0
6,199,1190,0
195,138,818,0
158,2,387,0
105,8,744,0
91,45,326,0
128,81,984,0
181,163,113,0
77,82,1729,0
24,98,355,0
63,131,14,0
10,29,1787,0
162,176,1729,0
111,151,1294,0
185,17,1180,0
171,34,1169,0
134,170,115,0
157,75,1990,0
90,158,861,0
143,136,1492,0
0,138,1964,0
53,10,686,0
76,157,1917,0
39,107,1900,0
9,172,174,0
191,188,1561,0
124,113,1774,0
184,70,1635,0
147,58,605,0
57,184,1668,0
170,121,1827,0
133,115,535,0
119,142,276,0
66,54,1825,0
29,162,529,0
156,180,803,0
52,69,607,0
15,115,792,0
38,176,458,0
137,193,922,0
123,56,998,0
160,46,1225,0
86,172,1426,0
199,135,1507,0
109,5,763,0
146,17,1480,0
95,54,486,0
132,76,181,0
169,176,1148,0
65,103,1179,0
28,109,1299,0
51,180,1887,0
14,40,1332,0
166,167,705,0
99,128,733,0
189,30,1195,0
175,95,524,0
32,199,1840,0
145,88,500,0
94,133,1224,0
131,157,128,0
41,31,1565,0
4,149,598,0
64,168,1633,0
27,92,1186,0
13,161,737,0
179,137,1696,0
112,100,698,0
188,73,159,0
151,55,1659,0
61,181,1447,0
84,10,96,0
107,155,1038,0
70,45,273,0
144,175,1015,0
17,183,1787,0
40,80,879,0
3,100,549,0
26,143,41,0
192,187,1068,0
127,37,1717,0
74,179,32,0
164,49,1653,0
150,100,1152,0
173,189,1725,0
46,53,1854,0
83,67,427,0
69,124,1829,0
16,120,1869,0
55,185,407,0
2,39,326,0
154,154,403,0
177,11,1642,0
103,141,1600,0
163,72,331,0
59,43,1981,0
82,136,843,0
135,150,443,0
45,20,675,0
31,65,1207,0
1,150,173,0
183,138,1979,0
116,95,962,0
176,92,1752,0
49,162,1977,0
139,32,983,0
72,29,526,0
58,80,1375,0
21,76,381,0
44,99,660,0
7,105,1771,0
30,154,1580,0
196,166,291,0
115,14,875,0
78,134,901,0
152,4,895,0
138,123,308,0
87,76,849,0
34,56,987,0
20,123,489,0
43,170,1963,0
6,50,1678,0
158,137,1786,0
91,166,18,0
181,40,1864,0
167,69,567,0
63,52,489,0
33,97,1411,0
5,139,1583,0
171,159,814,0
104,74,404,0
180,103,1582,0
53,159,49,0
143,29,1607,0
76,16,1097,0
136,197,1795,0
62,71,563,0
9,89,639,0
18,153,1094,0
119,3,546,0
156,15,253,0
66,141,258,0
142,78,185,0
15,196,763,0
75,89,1932,0
38,47,297,0
8,110,1455,0
146,132,515,0
169,61,844,0
95,187,962,0
155,126,733,0
51,1,1442,0
37,126,1576,0
122,118,815,0
108,69,100,0
198,195,466,0
168,114,364,0
41,132,693,0
131,6,1401,0
64,35,1415,0
50,74,1561,0
13,86,422,0
121,39,777,0
174,27,1180,0
107,20,1602,0
70,152,1565,0
144,26,581,0
130,69,1516,0
26,18,329,0
12,97,198,0
35,192,1439,0
187,13,250,0
173,50,1914,0
159,99,1710,0
55,50,72,0
25,75,538,0
126,125,863,0
186,190,657,0
149,42,1853,0
96,48,971,0
172,125,71,0
135,11,139,0
45,137,45,0
68,62,539,0
54,121,905,0
1,99,391,0
125,44,535,0
162,22,1399,0
148,101,1390,0
134,80,442,0
30,1,1744,0
0,84,1630,0
191,22,72,0
161,71,1794,0
87,193,513,0
110,162,560,0
57,22,1669,0
147,148,574,0
20,142,693,0
43,39,628,0
29,72,1333,0
114,112,212,0
100,35,299,0
137,63,122,0
190,165,1504,0
123,130,351,0
160,136,1861,0
86,10,69,0
56,73,1746,0
19,63,252,0
42,100,252,0
5,112,1871,0
14,198,1168,0
113,57,590,0
166,13,1653,0
136,112,917,0
85,179,361,0
32,33,1544,0
18,12,584,0
4,79,992,0
193,18,833,0
179,35,495,0
165,92,1878,0
98,145,1423,0
151,153,604,0
61,27,958,0
8,153,1062,0
47,88,54,0
17,93,1951,0
118,71,882,0
88,22,49,0
178,168,1478,0
141,52,941,0
127,159,1417,0
60,68,10,0
23,48,1972,0
46,147,378,0
117,6,1156,0
154,48,1483,0
140,67,1380,0
50,193,1509,0
73,160,1520,0
36,60,1304,0
22,123,1519,0
121,172,1263,0
174,166,365,0
197,15,940,0
183,44,1354,0
153,105,356,0
102,132,1401,0
139,138,241,0
49,8,337,0
12,148,1613,0
35,77,1509,0
21,162,677,0
187,134,1512,0
120,99,1646,0
106,90,944,0
182,159,478,0
129,1,271,0
92,25,688,0
115,168,846,0
48,95,286,0
11,37,1545,0
34,158,1727,0
149,191,645,0
105,19,813,0
158,39,434,0
195,145,1460,0
128,118,1871,0
77,173,586,0
24,7,104,0
10,102,1978,0
125,161,1620,0
162,173,1963,0
111,114,353,0
171,57,675,0
157,102,1832,0
90,187,1298,0
143,183,957,0
53,53,1094,0
0,175,908,0
39,70,1739,0
9,183,1986,0
191,155,308,0
124,110,1474,0
110,41,1029,0
57,163,191,0
147,33,1056,0
80,12,1610,0
133,30,1743,0
170,130,501,0
119,165,448,0
52,98,30,0
15,30,713,0
38,149,680,0
137,164,1658,0
123,31,1430,0
86,129,1968,0
160,3,221,0
109,32,1974,0
146,42,1165,0
199,162,298,0
132,105,1362,0
65,154,1926,0
28,10,407,0
14,77,1976,0
113,182,1006,0
166,184,366,0
99,103,1883,0
85,56,24,0
32,188,1009,0
145,115,765,0
94,174,1178,0
131,160,1469,0
4,178,344,0
41,34,1645,0
27,115,204,0
13,188,750,0
179,172,18,0
112,121,482,0
98,36,1521,0
61,144,380,0
151,18,678,0
107,190,1440,0
40,117,65,0
3,11,1289,0
26,168,1972,0
192,80,702,0
141,169,397,0
127,0,144,0
74,156,921,0
164,30,519,0
150,89,1918,0
23,197,114,0
46,30,378,0
69,135,637,0
16,29,471,0
2,64,93,0
117,139,99,0
154,135,859,0
103,104,872,0
73,45,162,0
36,167,493,0
59,14,1446,0
82,165,699,0
45,47,418,0
135,173,1527,0
31,108,963,0
1,137,286,0
183,161,1155,0
116,68,989,0
102,51,548,0
49,133,245,0
139,7,1317,0
21,55,1632,0
44,120,462,0
7,4,265,0
30,191,1419,0
196,67,1628,0
129,158,1812,0
115,53,1146,0
78,171,1210,0
152,41,754,0
138,68,207,0
34,21,712,0
20,96,952,0
6,87,1353,0
105,152,910,0
158,146,1774,0
195,26,1459,0
91,93,1248,0
77,34,1972,0
24,146,1957,0
63,19,629,0
33,68,288,0
5,150,115,0
171,178,1640,0
104,111,976,0
90,14,26,0
143,56,1350,0
53,186,1175,0
9,60,381,0
18,178,1655,0
184,54,1435,0
170,9,1881,0
80,135,1027,0
133,131,944,0
119,62,337,0
66,166,1859,0
156,36,656,0
142,115,1849,0
38,0,1287,0
8,115,108,0
199,23,1872,0
109,149,353,0
146,161,161,0
95,70,1060,0
169,192,1537,0
65,23,1791,0
28,157,933,0
51,36,993,0
37,89,1559,0
122,83,1539,0
108,98,1524,0
94,21,1779,0
41,175,600,0
131,45,1857,0
13,49,903,0
22,193,1135,0
188,57,15,0
121,10,1045,0
84,122,797,0
107,43,476,0
70,189,757,0
144,63,189,0
130,126,1662,0
26,63,114,0
12,126,1217,0
97,98,30,0
83,51,1512,0
69,12,484,0
16,136,1391,0
55,41,1377,0
25,110,69,0
126,70,1306,0
186,155,822,0
149,21,1522,0
96,21,1540,0
82,24,143,0
135,38,105,0
45,164,1837,0
1,6,961,0
176,44,1211,0
125,7,325,0
72,109,101,0
148,66,1658,0
58,192,1406,0
134,117,461,0
30,42,425,0
0,73,866,0
101,127,1044,0
161,186,1833,0
87,60,727,0
110,135,123,0
43,58,236,0
29,99,363,0
181,88,370,0
114,77,1764,0
190,142,1430,0
137,2,13,0
100,8,1373,0
56,174,588,0
19,34,357,0
5,27,1435,0
194,68,228,0
180,23,1783,0
113,28,1786,0
76,96,258,0
136,85,1734,0
85,158,575,0
32,6,1966,0
18,41,113,0
4,84,349,0
193,53,1164,0
89,68,1028,0
165,167,328,0
75,41,768,0
98,138,1511,0
47,71,532,0
17,112,1872,0
169,77,274,0
118,120,1736,0
178,133,105,0
88,59,278,0
141,15,1551,0
60,161,492,0
23,47,771,0
198,83,1404,0
168,2,1375,0
117,33,377,0
64,83,796,0
140,88,1507,0
73,139,1194,0
36,25,172,0
22,92,1499,0
121,151,339,0
174,139,1384,0
197,42,1219,0
93,73,1548,0
79,10,1889,0
153,140,1486,0
102,153,1014,0
35,80,1240,0
21,141,1821,0
187,125,981,0
120,72,1822,0
83,188,598,0
173,66,101,0
106,103,1872,0
92,54,951,0
129,36,727,0
182,176,1490,0
48,180,226,0
11,56,42,0
186,46,1264,0
96,160,260,0
149,154,1926,0
172,13,1493,0
105,54,1019,0
68,78,1788,0
195,180,1050,0
128,107,477,0
77,136,1461,0
24,44,1667,0
10,67,296,0
176,167,245,0
125,156,1782,0
162,134,1856,0
111,89,1914,0
81,94,1057,0
157,129,1856,0
67,31,395,0
90,164,398,0
0,196,392,0
39,93,1237,0
9,154,160,0
191,102,1089,0
124,75,824,0
161,55,496,0
87,177,1815,0
110,18,1436,0
57,134,959,0
147,4,1256,0
170,175,352,0
80,33,1165,0
133,57,1833,0
119,192,859,0
52,143,1369,0
15,5,1692,0
100,179,1724,0
137,143,44,0
190,53,1800,0
123,114,358,0
86,122,537,0
199,185,706,0
56,57,942,0
109,59,413,0
19,175,92,0
132,118,523,0
65,189,866,0
28,39,685,0
14,118,1946,0
180,154,1859,0
113,137,663,0
166,157,1746,0
99,74,1739,0
122,169,459,0
85,35,1375,0
32,145,1297,0
145,150,969,0
71,16,1218,0
94,179,1623,0
27,150,823,0
193,130,1774,0
13,151,945,0
179,83,1591,0
112,94,1028,0
75,162,1124,0
165,44,586,0
98,1,854,0
151,9,592,0
61,139,812,0
40,154,1700,0
3,46,213,0
192,117,29,0
88,134,980,0
178,56,1696,0
141,132,879,0
127,111,681,0
74,121,599,0
60,52,702,0
23,160,1983,0
46,3,225,0
69,162,1956,0
16,50,964,0
2,125,14,0
168,141,1618,0
117,182,1951,0
154,160,489,0
177,193,90,0
103,71,266,0
126,188,178,0
73,48,1711,0
36,140,1925,0
82,190,417,0
31,139,283,0
197,159,680,0
1,172,142,0
183,92,360,0
116,97,1220,0
153,25,874,0
79,159,862,0
102,20,495,0
139,26,1403,0
49,152,702,0
72,199,497,0
21,18,1598,0
44,149,852,0
7,35,691,0
196,104,1587,0
182,15,1914,0
92,137,175,0
129,177,85,0
115,88,1010,0
78,76,322,0
48,47,1186,0
11,181,158,0
34,14,765,0
20,77,1447,0
6,104,1760,0
172,128,1433,0
105,163,298,0
158,183,121,0
195,33,626,0
91,112,1303,0
114,179,514,0
77,61,1192,0
24,183,1832,0
185,100,1221,0
5,177,173,0
171,73,692,0
104,116,272,0
157,22,465,0
67,136,344,0
90,43,517,0
53,165,516,0
143,39,1662,0
9,7,707,0
184,27,412,0
80,156,641,0
133,174,569,0
170,18,130,0
119,85,672,0
156,193,1718,0
66,67,588,0
52,18,1554,0
15,142,754,0
8,88,1258,0
160,115,1282,0
199,50,289,0
109,176,437,0
146,186,479,0
95,109,653,0
118,134,1198,0
65,10,940,0
28,186,447,0
189,105,1834,0
122,60,97,0
175,42,1053,0
108,127,203,0
71,133,1296,0
145,3,1413,0
94,62,210,0
41,178,1478,0
131,48,1950,0
13,12,1024,0
188,22,202,0
121,109,480,0
84,103,774,0
107,78,1066,0
70,86,1109,0
40,5,1577,0
3,155,196,0
192,192,1103,0
12,91,1031,0
164,110,879,0
97,69,901,0
83,22,606,0
106,157,1304,0
69,23,959,0
16,173,1309,0
55,196,341,0
177,126,365,0
126,43,1525,0
163,63,18,0
96,10,328,0
59,126,1832,0
186,132,1526,0
82,53,1327,0
45,191,1679,0
135,61,469,0
1,57,655,0
176,1,1386,0
125,98,607,0
72,114,785,0
148,175,1504,0
58,45,1731,0
81,132,1225,0
44,8,1227,0
7,148,1186,0
0,110,115,0
152,89,1001,0
101,90,1635,0
161,157,1927,0
87,27,17,0
181,67,728,0
114,38,1279,0
167,48,258,0
190,147,1552,0
63,99,503,0
100,21,1314,0
33,52,722,0
56,147,527,0
19,9,334,0
5,38,66,0
171,194,1938,0
194,97,1400,0
180,60,435,0
113,119,1577,0
76,125,252,0
62,56,881,0
136,186,1571,0
18,194,1161,0
184,166,720,0
4,113,1891,0
193,40,496,0
156,84,657,0
89,111,983,0
165,130,1525,0
75,12,721,0
8,195,142,0
47,162,324,0
169,80,663,0
118,29,1864,0
155,5,1304,0
178,158,198,0
51,84,1898,0
88,32,844,0
127,193,482,0
37,41,1027,0
60,158,1148,0
23,10,1939,0
175,191,1170,0
198,116,479,0
168,39,1091,0
